,open,close,high,low,volume,money
2020-01-02,,,,,,
2020-01-03,,,,,,
2020-01-06,,,,,,
2020-01-07,,,,,,
2020-01-08,,,,,,
2020-01-09,,,,,,
2020-01-10,,,,,,
2020-01-13,,,,,,
2020-01-14,,,,,,
2020-01-15,,,,,,
2020-01-16,,,,,,
2020-01-17,,,,,,
2020-01-20,,,,,,
2020-01-21,,,,,,
2020-01-22,,,,,,
2020-01-23,,,,,,
2020-02-03,,,,,,
2020-02-04,,,,,,
2020-02-05,,,,,,
2020-02-06,,,,,,
2020-02-07,,,,,,
2020-02-10,,,,,,
2020-02-11,,,,,,
2020-02-12,,,,,,
2020-02-13,,,,,,
2020-02-14,,,,,,
2020-02-17,,,,,,
2020-02-18,,,,,,
2020-02-19,,,,,,
2020-02-20,,,,,,
2020-02-21,,,,,,
2020-02-24,,,,,,
2020-02-25,,,,,,
2020-02-26,,,,,,
2020-02-27,,,,,,
2020-02-28,,,,,,
2020-03-02,,,,,,
2020-03-03,,,,,,
2020-03-04,,,,,,
2020-03-05,,,,,,
2020-03-06,,,,,,
2020-03-09,,,,,,
2020-03-10,,,,,,
2020-03-11,,,,,,
2020-03-12,,,,,,
2020-03-13,,,,,,
2020-03-16,,,,,,
2020-03-17,,,,,,
2020-03-18,,,,,,
2020-03-19,,,,,,
2020-03-20,,,,,,
2020-03-23,,,,,,
2020-03-24,,,,,,
2020-03-25,,,,,,
2020-03-26,,,,,,
2020-03-27,,,,,,
2020-03-30,,,,,,
2020-03-31,,,,,,
2020-04-01,,,,,,
2020-04-02,,,,,,
2020-04-03,,,,,,
2020-04-07,,,,,,
2020-04-08,,,,,,
2020-04-09,,,,,,
2020-04-10,,,,,,
2020-04-13,,,,,,
2020-04-14,,,,,,
2020-04-15,,,,,,
2020-04-16,,,,,,
2020-04-17,,,,,,
2020-04-20,,,,,,
2020-04-21,,,,,,
2020-04-22,,,,,,
2020-04-23,,,,,,
2020-04-24,,,,,,
2020-04-27,,,,,,
2020-04-28,,,,,,
2020-04-29,,,,,,
2020-04-30,,,,,,
2020-05-06,,,,,,
2020-05-07,,,,,,
2020-05-08,,,,,,
2020-05-11,,,,,,
2020-05-12,,,,,,
2020-05-13,,,,,,
2020-05-14,,,,,,
2020-05-15,,,,,,
2020-05-18,,,,,,
2020-05-19,,,,,,
2020-05-20,,,,,,
2020-05-21,,,,,,
2020-05-22,,,,,,
2020-05-25,,,,,,
2020-05-26,,,,,,
2020-05-27,,,,,,
2020-05-28,,,,,,
2020-05-29,,,,,,
2020-06-01,,,,,,
2020-06-02,,,,,,
2020-06-03,,,,,,
2020-06-04,,,,,,
2020-06-05,,,,,,
2020-06-08,,,,,,
2020-06-09,,,,,,
2020-06-10,,,,,,
2020-06-11,,,,,,
2020-06-12,,,,,,
2020-06-15,,,,,,
2020-06-16,,,,,,
2020-06-17,,,,,,
2020-06-18,,,,,,
2020-06-19,,,,,,
2020-06-22,,,,,,
2020-06-23,,,,,,
2020-06-24,,,,,,
2020-06-29,,,,,,
2020-06-30,,,,,,
2020-07-01,,,,,,
2020-07-02,,,,,,
2020-07-03,,,,,,
2020-07-06,,,,,,
2020-07-07,,,,,,
2020-07-08,,,,,,
2020-07-09,,,,,,
2020-07-10,,,,,,
2020-07-13,,,,,,
2020-07-14,,,,,,
2020-07-15,4277.0,4277.0,4277.0,4277.0,0.0,0.0
2020-07-16,4311.0,4307.0,4361.0,4307.0,283.0,12240350.0
2020-07-17,4311.0,4322.0,4328.0,4311.0,131.0,5658760.0
2020-07-20,4273.0,4288.0,4304.0,4266.0,316.0,13529510.0
2020-07-21,4253.0,4267.0,4285.0,4253.0,788.0,33656530.0
2020-07-22,4266.0,4248.0,4305.0,4244.0,684.0,29196780.0
2020-07-23,4136.0,4251.0,4280.0,4134.0,1308.0,55547000.0
2020-07-24,4207.0,4247.0,4270.0,4206.0,315.0,13387670.0
2020-07-27,4246.0,4281.0,4297.0,4234.0,983.0,41802790.0
2020-07-28,4287.0,4335.0,4349.0,4272.0,249.0,10743470.0
2020-07-29,4341.0,4337.0,4376.0,4330.0,196.0,8521360.0
2020-07-30,4343.0,4336.0,4345.0,4314.0,53.0,2293790.0
2020-07-31,4355.0,4331.0,4356.0,4325.0,403.0,17501530.0
2020-08-03,4331.0,4339.0,4344.0,4241.0,108.0,4680990.0
2020-08-04,4360.0,4348.0,4360.0,4334.0,211.0,9172670.0
2020-08-05,4346.0,4288.0,4346.0,4278.0,232.0,9985320.0
2020-08-06,4277.0,4272.0,4297.0,4272.0,74.0,3170500.0
2020-08-07,4270.0,4319.0,4343.0,4270.0,289.0,12450870.0
2020-08-10,4318.0,4313.0,4357.0,4298.0,291.0,12587520.0
2020-08-11,4319.0,4327.0,4328.0,4297.0,103.0,4439680.0
2020-08-12,4307.0,4295.0,4317.0,4286.0,308.0,13226480.0
2020-08-13,4288.0,4299.0,4311.0,4285.0,728.0,31290260.0
2020-08-14,4299.0,4317.0,4342.0,4299.0,987.0,42654990.0
2020-08-17,4329.0,4360.0,4362.0,4310.0,829.0,36048320.0
2020-08-18,4346.0,4357.0,4378.0,4341.0,502.0,21886490.0
2020-08-19,4372.0,4490.0,4493.0,4372.0,1485.0,65933200.0
2020-08-20,4478.0,4532.0,4580.0,4466.0,1934.0,87725670.0
2020-08-21,4545.0,4515.0,4560.0,4495.0,1677.0,75981280.0
2020-08-24,4518.0,4471.0,4553.0,4455.0,2446.0,109776620.0
2020-08-25,4479.0,4440.0,4479.0,4431.0,1365.0,60790810.0
2020-08-26,4432.0,4429.0,4458.0,4402.0,969.0,42884120.0
2020-08-27,4449.0,4421.0,4485.0,4420.0,1440.0,64038290.0
2020-08-28,4428.0,4442.0,4454.0,4415.0,1014.0,44960970.0
2020-08-31,4448.0,4472.0,4482.0,4428.0,1085.0,48376490.0
2020-09-01,4552.0,4486.0,4552.0,4454.0,513.0,23038510.0
2020-09-02,4490.0,4469.0,4493.0,4453.0,287.0,12831560.0
2020-09-03,4476.0,4464.0,4497.0,4445.0,802.0,35872540.0
2020-09-04,4475.0,4575.0,4582.0,4475.0,465.0,21083720.0
2020-09-07,4578.0,4531.0,4585.0,4528.0,1132.0,51504650.0
2020-09-08,4544.0,4535.0,4566.0,4509.0,1091.0,49423060.0
2020-09-09,4530.0,4522.0,4566.0,4508.0,1107.0,50180200.0
2020-09-10,4548.0,4522.0,4549.0,4511.0,428.0,19388590.0
2020-09-11,4527.0,4523.0,4536.0,4482.0,1358.0,61253000.0
