,open,close,high,low,volume,money
2020-01-02,3856.0,3861.0,3876.0,3847.0,29163.0,1127113900.0
2020-01-03,3861.0,3877.0,3893.0,3860.0,41752.0,1619675500.0
2020-01-06,3873.0,3909.0,3911.0,3864.0,47803.0,1858201700.0
2020-01-07,3915.0,3916.0,3943.0,3906.0,56399.0,2212794900.0
2020-01-08,3916.0,3954.0,3965.0,3907.0,52739.0,2076305700.0
2020-01-09,3950.0,4029.0,4038.0,3947.0,114346.0,4573868100.0
2020-01-10,4029.0,4092.0,4129.0,4024.0,209291.0,8538766600.0
2020-01-13,4088.0,4111.0,4148.0,4079.0,127479.0,5248734000.0
2020-01-14,4116.0,4138.0,4139.0,4095.0,78412.0,3229478700.0
2020-01-15,4142.0,4130.0,4145.0,4105.0,83427.0,3438961100.0
2020-01-16,4125.0,4094.0,4144.0,4073.0,120521.0,4945310300.0
2020-01-17,4092.0,4100.0,4118.0,4076.0,100530.0,4118102500.0
2020-01-20,4105.0,4097.0,4112.0,4076.0,77070.0,3156629700.0
2020-01-21,4081.0,4047.0,4107.0,4042.0,108083.0,4399635600.0
2020-01-22,4047.0,4092.0,4095.0,4033.0,69631.0,2823906900.0
2020-01-23,4089.0,4060.0,4096.0,4043.0,64589.0,2625636400.0
2020-02-03,3959.0,3963.0,4016.0,3900.0,73993.0,2933740800.0
2020-02-04,3963.0,4024.0,4035.0,3962.0,60565.0,2427300200.0
2020-02-05,4016.0,3992.0,4035.0,3987.0,44848.0,1795580600.0
2020-02-06,3990.0,4032.0,4042.0,3975.0,46772.0,1879448700.0
2020-02-07,4034.0,4040.0,4055.0,4008.0,45167.0,1820501900.0
2020-02-10,4045.0,4170.0,4190.0,4033.0,207987.0,8594422200.0
2020-02-11,4165.0,4157.0,4204.0,4148.0,147263.0,6143551600.0
2020-02-12,4160.0,4159.0,4184.0,4122.0,107113.0,4453220700.0
2020-02-13,4166.0,4149.0,4238.0,4138.0,245247.0,10273038300.0
2020-02-14,4149.0,4139.0,4157.0,4121.0,85899.0,3555557000.0
2020-02-17,4143.0,4154.0,4179.0,4120.0,99046.0,4107473400.0
2020-02-18,4138.0,4146.0,4168.0,4131.0,75260.0,3122599200.0
2020-02-19,4153.0,4191.0,4197.0,4140.0,110591.0,4612617400.0
2020-02-20,4191.0,4104.0,4216.0,4101.0,160063.0,6621937600.0
2020-02-21,4100.0,4136.0,4137.0,4085.0,110547.0,4544370700.0
2020-02-24,4137.0,4119.0,4150.0,4106.0,80738.0,3331240500.0
2020-02-25,4115.0,4131.0,4145.0,4103.0,115309.0,4756292600.0
2020-02-26,4122.0,4171.0,4179.0,4122.0,153800.0,6388652800.0
2020-02-27,4171.0,4171.0,4185.0,4152.0,104291.0,4345638900.0
2020-02-28,4171.0,4078.0,4218.0,4073.0,249698.0,10402050600.0
2020-03-02,4081.0,4157.0,4178.0,4081.0,166441.0,6881837000.0
2020-03-03,4166.0,4161.0,4185.0,4136.0,102334.0,4252609300.0
2020-03-04,4166.0,4203.0,4210.0,4142.0,172966.0,7231449200.0
2020-03-05,4203.0,4252.0,4260.0,4192.0,241529.0,10238291300.0
2020-03-06,4237.0,4218.0,4248.0,4198.0,155508.0,6568371900.0
2020-03-09,4175.0,4147.0,4211.0,4079.0,278610.0,11536436300.0
2020-03-10,4147.0,4193.0,4200.0,4134.0,140354.0,5849543800.0
2020-03-11,4177.0,4180.0,4196.0,4171.0,79416.0,3322023000.0
2020-03-12,4173.0,4147.0,4173.0,4119.0,119207.0,4944254500.0
2020-03-13,4130.0,4164.0,4179.0,4046.0,198344.0,8169933600.0
2020-03-16,4148.0,4226.0,4248.0,4146.0,192969.0,8141120580.0
2020-03-17,4200.0,4253.0,4270.0,4178.0,186046.0,7869258750.0
2020-03-18,4248.0,4315.0,4319.0,4245.0,201409.0,8644945870.0
2020-03-19,4315.0,4360.0,4371.0,4271.0,262847.0,11374930620.0
2020-03-20,4374.0,4297.0,4400.0,4288.0,184532.0,7986294360.0
2020-03-23,4297.0,4317.0,4369.0,4287.0,189095.0,8181783620.0
2020-03-24,4344.0,4404.0,4406.0,4300.0,176732.0,7674166110.0
2020-03-25,4414.0,4501.0,4507.0,4387.0,222319.0,9888862110.0
2020-03-26,4491.0,4621.0,4625.0,4476.0,363683.0,16644134270.0
2020-03-27,4625.0,4696.0,4788.0,4625.0,580672.0,27315029370.0
2020-03-30,4750.0,4914.0,4918.0,4730.0,437505.0,21171926860.0
2020-03-31,4919.0,4866.0,4947.0,4827.0,354702.0,17287003800.0
2020-04-01,4866.0,4814.0,4885.0,4723.0,350297.0,16813326330.0
2020-04-02,4813.0,4856.0,4911.0,4763.0,271615.0,13146292620.0
2020-04-03,4867.0,4848.0,4885.0,4781.0,182103.0,8784307840.0
