,open,close,high,low,volume,money
2020-01-02,,,,,,
2020-01-03,,,,,,
2020-01-06,,,,,,
2020-01-07,,,,,,
2020-01-08,,,,,,
2020-01-09,,,,,,
2020-01-10,,,,,,
2020-01-13,,,,,,
2020-01-14,,,,,,
2020-01-15,,,,,,
2020-01-16,,,,,,
2020-01-17,,,,,,
2020-01-20,,,,,,
2020-01-21,,,,,,
2020-01-22,,,,,,
2020-01-23,,,,,,
2020-02-03,,,,,,
2020-02-04,,,,,,
2020-02-05,,,,,,
2020-02-06,,,,,,
2020-02-07,,,,,,
2020-02-10,,,,,,
2020-02-11,,,,,,
2020-02-12,,,,,,
2020-02-13,,,,,,
2020-02-14,,,,,,
2020-02-17,,,,,,
2020-02-18,,,,,,
2020-02-19,,,,,,
2020-02-20,,,,,,
2020-02-21,,,,,,
2020-02-24,,,,,,
2020-02-25,,,,,,
2020-02-26,,,,,,
2020-02-27,,,,,,
2020-02-28,,,,,,
2020-03-02,,,,,,
2020-03-03,,,,,,
2020-03-04,,,,,,
2020-03-05,,,,,,
2020-03-06,,,,,,
2020-03-09,,,,,,
2020-03-10,,,,,,
2020-03-11,,,,,,
2020-03-12,,,,,,
2020-03-13,,,,,,
2020-03-16,,,,,,
2020-03-17,,,,,,
2020-03-18,,,,,,
2020-03-19,,,,,,
2020-03-20,,,,,,
2020-03-23,,,,,,
2020-03-24,,,,,,
2020-03-25,,,,,,
2020-03-26,,,,,,
2020-03-27,,,,,,
2020-03-30,,,,,,
2020-03-31,,,,,,
2020-04-01,,,,,,
2020-04-02,,,,,,
2020-04-03,,,,,,
2020-04-07,,,,,,
2020-04-08,,,,,,
2020-04-09,,,,,,
2020-04-10,,,,,,
2020-04-13,,,,,,
2020-04-14,,,,,,
2020-04-15,,,,,,
2020-04-16,,,,,,
2020-04-17,,,,,,
2020-04-20,,,,,,
2020-04-21,,,,,,
2020-04-22,,,,,,
2020-04-23,,,,,,
2020-04-24,,,,,,
2020-04-27,,,,,,
2020-04-28,,,,,,
2020-04-29,,,,,,
2020-04-30,,,,,,
2020-05-06,,,,,,
2020-05-07,,,,,,
2020-05-08,,,,,,
2020-05-11,,,,,,
2020-05-12,,,,,,
2020-05-13,,,,,,
2020-05-14,,,,,,
2020-05-15,,,,,,
2020-05-18,,,,,,
2020-05-19,,,,,,
2020-05-20,4121.0,3961.0,4121.0,3906.0,78.0,3092920.0
2020-05-21,3961.0,3990.0,4000.0,3961.0,135.0,5387480.0
2020-05-22,3971.0,4039.0,4053.0,3971.0,171.0,6890760.0
2020-05-25,4037.0,3989.0,4037.0,3989.0,90.0,3609260.0
2020-05-26,3997.0,3995.0,4004.0,3984.0,119.0,4750780.0
2020-05-27,3997.0,4016.0,4016.0,3993.0,387.0,15501360.0
2020-05-28,4015.0,4012.0,4017.0,3998.0,513.0,20578140.0
2020-05-29,4012.0,4011.0,4022.0,4002.0,192.0,7707820.0
2020-06-01,4014.0,4006.0,4050.0,4001.0,936.0,37571480.0
2020-06-02,4015.0,4002.0,4018.0,4001.0,243.0,9738500.0
2020-06-03,4000.0,4010.0,4037.0,4000.0,365.0,14662570.0
2020-06-04,4010.0,4016.0,4025.0,4002.0,328.0,13174440.0
2020-06-05,4023.0,4024.0,4035.0,4019.0,192.0,7732970.0
2020-06-08,4029.0,4105.0,4105.0,4017.0,370.0,15057130.0
2020-06-09,4114.0,4081.0,4118.0,4069.0,464.0,18999250.0
2020-06-10,4082.0,4175.0,4182.0,4075.0,1204.0,49955050.0
2020-06-11,4178.0,4167.0,4198.0,4151.0,432.0,17998300.0
2020-06-12,4159.0,4202.0,4220.0,4147.0,885.0,37079040.0
2020-06-15,4211.0,4353.0,4353.0,4208.0,1660.0,71214650.0
2020-06-16,4311.0,4404.0,4421.0,4311.0,1643.0,71991880.0
2020-06-17,4419.0,4431.0,4462.0,4404.0,988.0,43770950.0
2020-06-18,4439.0,4460.0,4466.0,4426.0,325.0,14465450.0
2020-06-19,4450.0,4408.0,4508.0,4400.0,1659.0,73898870.0
2020-06-22,4426.0,4424.0,4428.0,4385.0,1034.0,45590260.0
2020-06-23,4418.0,4398.0,4434.0,4371.0,924.0,40679030.0
2020-06-24,4398.0,4375.0,4401.0,4330.0,897.0,39094110.0
2020-06-29,4358.0,4440.0,4457.0,4350.0,766.0,33968940.0
2020-06-30,4440.0,4426.0,4451.0,4385.0,781.0,34490100.0
2020-07-01,4420.0,4390.0,4421.0,4383.0,666.0,29292370.0
2020-07-02,4397.0,4409.0,4410.0,4377.0,652.0,28702040.0
2020-07-03,4398.0,4319.0,4410.0,4312.0,1204.0,52470030.0
2020-07-06,4319.0,4320.0,4339.0,4308.0,1501.0,64850850.0
2020-07-07,4320.0,4284.0,4335.0,4275.0,1148.0,49396220.0
2020-07-08,4278.0,4295.0,4314.0,4275.0,502.0,21561380.0
2020-07-09,4306.0,4330.0,4340.0,4295.0,951.0,41111730.0
2020-07-10,4323.0,4281.0,4336.0,4270.0,1096.0,47100410.0
2020-07-13,4285.0,4295.0,4318.0,4280.0,545.0,23422130.0
2020-07-14,4278.0,4280.0,4298.0,4258.0,632.0,27034730.0
2020-07-15,4289.0,4319.0,4337.0,4275.0,747.0,32188230.0
2020-07-16,4315.0,4292.0,4358.0,4290.0,1144.0,49377290.0
2020-07-17,4270.0,4314.0,4332.0,4270.0,478.0,20608600.0
2020-07-20,4325.0,4287.0,4327.0,4249.0,1284.0,54973380.0
2020-07-21,4292.0,4269.0,4294.0,4264.0,1185.0,50667330.0
2020-07-22,4279.0,4267.0,4298.0,4236.0,1544.0,65837720.0
2020-07-23,4265.0,4267.0,4298.0,4238.0,1198.0,51071140.0
2020-07-24,4267.0,4260.0,4280.0,4254.0,1170.0,49869090.0
2020-07-27,4255.0,4297.0,4310.0,4249.0,1068.0,45659850.0
2020-07-28,4298.0,4342.0,4368.0,4281.0,1468.0,63445610.0
2020-07-29,4350.0,4346.0,4383.0,4338.0,828.0,36108200.0
2020-07-30,4354.0,4333.0,4359.0,4319.0,437.0,18942260.0
2020-07-31,4337.0,4334.0,4373.0,4318.0,1651.0,71649670.0
2020-08-03,4337.0,4340.0,4346.0,4320.0,498.0,21591740.0
2020-08-04,4348.0,4348.0,4362.0,4330.0,240.0,10427760.0
2020-08-05,4347.0,4286.0,4356.0,4281.0,1124.0,48294590.0
2020-08-06,4292.0,4280.0,4300.0,4279.0,830.0,35543100.0
2020-08-07,4275.0,4316.0,4344.0,4266.0,1207.0,51872960.0
