,open,close,high,low,volume,money
2020-01-02,,,,,,
2020-01-03,,,,,,
2020-01-06,,,,,,
2020-01-07,,,,,,
2020-01-08,,,,,,
2020-01-09,,,,,,
2020-01-10,,,,,,
2020-01-13,,,,,,
2020-01-14,,,,,,
2020-01-15,,,,,,
2020-01-16,,,,,,
2020-01-17,,,,,,
2020-01-20,,,,,,
2020-01-21,,,,,,
2020-01-22,,,,,,
2020-01-23,,,,,,
2020-02-03,,,,,,
2020-02-04,,,,,,
2020-02-05,,,,,,
2020-02-06,,,,,,
2020-02-07,,,,,,
2020-02-10,,,,,,
2020-02-11,,,,,,
2020-02-12,,,,,,
2020-02-13,,,,,,
2020-02-14,,,,,,
2020-02-17,,,,,,
2020-02-18,,,,,,
2020-02-19,,,,,,
2020-02-20,,,,,,
2020-02-21,,,,,,
2020-02-24,,,,,,
2020-02-25,,,,,,
2020-02-26,,,,,,
2020-02-27,,,,,,
2020-02-28,,,,,,
2020-03-02,,,,,,
2020-03-03,,,,,,
2020-03-04,,,,,,
2020-03-05,,,,,,
2020-03-06,,,,,,
2020-03-09,,,,,,
2020-03-10,,,,,,
2020-03-11,,,,,,
2020-03-12,,,,,,
2020-03-13,,,,,,
2020-03-16,3865.0,3865.0,3865.0,3865.0,0.0,0.0
2020-03-17,3865.0,3865.0,3865.0,3865.0,0.0,0.0
2020-03-18,4029.0,3939.0,4029.0,3939.0,2.0,79680.0
2020-03-19,3939.0,4076.0,3939.0,3939.0,0.0,0.0
2020-03-20,4076.0,4103.0,4076.0,4076.0,0.0,0.0
2020-03-23,4103.0,4103.0,4103.0,4103.0,0.0,0.0
2020-03-24,4103.0,4097.0,4103.0,4103.0,0.0,0.0
2020-03-25,4043.0,4166.0,4209.0,4043.0,26.0,1089370.0
2020-03-26,4227.0,4169.0,4227.0,4107.0,9.0,375650.0
2020-03-27,4170.0,4166.0,4170.0,4166.0,2.0,83360.0
2020-03-30,4195.0,4174.0,4208.0,4157.0,7.0,292780.0
2020-03-31,4143.0,4140.0,4144.0,4140.0,3.0,124270.0
2020-04-01,4140.0,4145.0,4140.0,4140.0,0.0,0.0
2020-04-02,4145.0,4145.0,4145.0,4145.0,0.0,0.0
2020-04-03,4100.0,4100.0,4100.0,4100.0,1.0,41000.0
2020-04-07,4080.0,4078.0,4080.0,4069.0,6.0,244370.0
2020-04-08,4068.0,4065.0,4080.0,4065.0,5.0,203520.0
2020-04-09,4099.0,4099.0,4099.0,4099.0,1.0,40990.0
2020-04-10,4070.0,4070.0,4070.0,4070.0,1.0,40700.0
2020-04-13,4084.0,4031.0,4102.0,4031.0,4.0,163040.0
2020-04-14,4062.0,4101.0,4102.0,4062.0,4.0,163530.0
2020-04-15,4121.0,4121.0,4121.0,4121.0,1.0,41210.0
2020-04-16,4081.0,4082.0,4095.0,4081.0,4.0,163520.0
2020-04-17,4107.0,4107.0,4107.0,4107.0,1.0,41070.0
2020-04-20,4107.0,4074.0,4107.0,4107.0,0.0,0.0
2020-04-21,4048.0,4036.0,4049.0,4004.0,8.0,322640.0
2020-04-22,4048.0,4038.0,4048.0,4035.0,7.0,282790.0
2020-04-23,4065.0,4050.0,4067.0,4050.0,6.0,243350.0
2020-04-24,4091.0,4092.0,4092.0,4077.0,12.0,490240.0
2020-04-27,3886.0,4136.0,4144.0,3886.0,29.0,1187760.0
2020-04-28,4137.0,4127.0,4137.0,4088.0,4.0,164720.0
2020-04-29,4119.0,4111.0,4137.0,4111.0,4.0,164860.0
2020-04-30,4088.0,4069.0,4088.0,4060.0,13.0,530350.0
2020-05-06,4053.0,4079.0,4100.0,4053.0,14.0,572780.0
2020-05-07,4106.0,4062.0,4220.0,4062.0,8.0,328300.0
2020-05-08,4084.0,4089.0,4091.0,4080.0,5.0,204300.0
2020-05-11,4086.0,4089.0,4105.0,4070.0,5.0,204350.0
2020-05-12,4089.0,4087.0,4089.0,4089.0,0.0,0.0
2020-05-13,4063.0,4063.0,4063.0,4063.0,2.0,81260.0
2020-05-14,4036.0,3960.0,4036.0,3960.0,13.0,521320.0
2020-05-15,3946.0,3945.0,3947.0,3847.0,8.0,312710.0
2020-05-18,3927.0,3939.0,3941.0,3927.0,20.0,786760.0
2020-05-19,3915.0,3948.0,3959.0,3915.0,6.0,236440.0
2020-05-20,3943.0,3915.0,3946.0,3915.0,5.0,196550.0
2020-05-21,3915.0,3967.0,3915.0,3915.0,0.0,0.0
2020-05-22,4002.0,4040.0,4078.0,4002.0,7.0,284320.0
2020-05-25,4035.0,3986.0,4039.0,3986.0,10.0,400720.0
2020-05-26,3995.0,4000.0,4000.0,3995.0,4.0,159870.0
2020-05-27,4000.0,4006.0,4000.0,4000.0,0.0,0.0
2020-05-28,4017.0,4017.0,4017.0,4017.0,1.0,40170.0
2020-05-29,4038.0,4038.0,4038.0,4038.0,3.0,121140.0
2020-06-01,4038.0,4050.0,4038.0,4038.0,0.0,0.0
2020-06-02,4021.0,4021.0,4021.0,4021.0,5.0,201050.0
2020-06-03,4034.0,4014.0,4039.0,3913.0,10.0,401680.0
2020-06-04,4014.0,4016.0,4014.0,4014.0,0.0,0.0
2020-06-05,4016.0,4019.0,4016.0,4016.0,0.0,0.0
2020-06-08,4079.0,4079.0,4079.0,4079.0,1.0,40790.0
2020-06-09,4080.0,4080.0,4080.0,4080.0,1.0,40800.0
2020-06-10,4146.0,4160.0,4166.0,4146.0,4.0,166380.0
2020-06-11,4167.0,4134.0,4168.0,4134.0,44.0,1825600.0
2020-06-12,4112.0,4204.0,4204.0,4112.0,33.0,1380420.0
2020-06-15,4229.0,4294.0,4343.0,4229.0,5.0,214160.0
2020-06-16,4314.0,4402.0,4439.0,4314.0,16.0,704170.0
2020-06-17,4402.0,4401.0,4402.0,4402.0,0.0,0.0
2020-06-18,4427.0,4468.0,4469.0,4427.0,9.0,401460.0
2020-06-19,4564.0,4420.0,4564.0,4405.0,25.0,1119340.0
2020-06-22,4407.0,4400.0,4413.0,4400.0,5.0,220300.0
2020-06-23,4398.0,4394.0,4398.0,4394.0,2.0,87920.0
2020-06-24,4360.0,4343.0,4360.0,4329.0,8.0,347280.0
2020-06-29,4447.0,4462.0,4462.0,4447.0,6.0,267570.0
2020-06-30,4414.0,4420.0,4430.0,4399.0,15.0,661910.0
2020-07-01,4422.0,4395.0,4422.0,4387.0,58.0,2548960.0
2020-07-02,4386.0,4408.0,4411.0,4383.0,77.0,3386070.0
2020-07-03,4400.0,4333.0,4411.0,4329.0,349.0,15231180.0
