,open,close,high,low,volume,money
2020-01-02,100.0,100.0,100.001,99.999,807099.0,80709761.906
2020-01-03,99.999,100.0,100.001,99.999,804838.0,80483806.211
2020-01-06,99.999,100.002,100.002,99.999,748354.0,74835615.611
2020-01-07,100.0,100.0,100.001,99.999,940319.0,94032218.961
2020-01-08,100.0,100.003,110.0,99.999,3894289.0,389578444.334
2020-01-09,99.999,100.001,100.001,99.999,2251038.0,225104366.41
2020-01-10,100.0,100.0,100.001,99.999,2235061.0,223505956.379
2020-01-13,100.0,99.999,100.001,99.999,1260133.0,126013071.267
2020-01-14,100.0,100.001,100.001,99.999,1639559.0,163955771.372
2020-01-15,100.0,100.001,100.001,99.999,1800872.0,180086707.312
2020-01-16,99.999,100.001,100.001,99.999,2852650.0,285264833.266
2020-01-17,99.999,100.002,100.002,99.999,1958388.0,195838182.383
2020-01-20,100.0,99.999,100.001,99.999,1738307.0,173830758.55
2020-01-21,99.999,100.001,100.001,99.999,1713002.0,171299793.498
2020-01-22,99.999,100.0,100.009,99.999,1528070.0,152807238.489
2020-01-23,100.0,100.001,100.001,99.999,2999456.0,299947632.475
2020-02-03,99.997,99.998,99.999,99.666,2884664.0,288405656.876
2020-02-04,99.999,100.001,100.001,99.91,2156070.0,215605442.244
2020-02-05,100.0,100.002,100.002,99.999,2232962.0,223297575.673
2020-02-06,100.0,100.001,100.001,99.999,2646491.0,264649333.449
2020-02-07,99.999,100.002,100.002,99.999,2391356.0,239136238.489
2020-02-10,100.0,100.0,100.001,99.999,1567795.0,156779486.319
2020-02-11,99.999,100.0,100.001,99.999,2761414.0,276141607.56
2020-02-12,100.0,100.001,100.001,99.999,2324463.0,232445683.355
2020-02-13,100.0,100.0,100.001,99.999,1799163.0,179916022.717
2020-02-14,99.999,100.001,100.001,99.998,2007274.0,200725863.706
2020-02-17,100.0,100.0,100.001,99.999,957942.0,95793925.095
2020-02-18,99.999,100.001,100.001,99.998,887600.0,88759524.5
2020-02-19,100.0,100.001,100.001,99.999,1325642.0,132564393.332
2020-02-20,100.0,100.001,100.001,99.999,2460115.0,246013515.995
2020-02-21,99.999,100.0,100.001,99.996,2511568.0,251153034.326
2020-02-24,99.999,100.001,100.001,99.999,844670.0,84466878.83
2020-02-25,99.999,100.0,100.001,99.999,1158669.0,115866928.701
2020-02-26,100.0,100.002,100.002,99.999,2021199.0,202120974.256
2020-02-27,99.999,100.002,100.002,99.999,2607290.0,260729792.14
2020-02-28,99.999,100.002,100.002,99.99,3181246.0,318120487.171
2020-03-02,100.0,100.002,100.002,99.999,3303907.0,330391463.462
2020-03-03,99.999,100.002,100.002,99.999,3580367.0,358037203.898
2020-03-04,99.999,100.001,100.001,99.999,5528927.0,552894048.922
2020-03-05,99.999,100.002,100.002,99.998,3994568.0,399456801.234
2020-03-06,99.998,100.002,100.002,99.996,4362292.0,436225417.122
2020-03-09,99.999,99.998,100.001,99.99,6570996.0,657098195.236
2020-03-10,99.998,99.995,99.999,99.973,4140921.0,414058056.608
2020-03-11,99.995,99.999,99.999,99.987,2782502.0,278236459.335
2020-03-12,99.995,100.0,100.001,99.994,3092455.0,309242904.599
2020-03-13,99.995,99.986,99.999,99.901,3319392.0,331891963.212
2020-03-16,99.994,100.001,100.001,99.987,3603137.0,360302213.665
2020-03-17,99.999,100.0,100.0,99.989,3127705.0,312755916.558
2020-03-18,99.998,100.001,100.001,99.994,3125724.0,312566370.855
2020-03-19,99.999,100.0,100.001,99.997,3779504.0,377949693.687
2020-03-20,99.993,100.001,100.001,99.99,3055682.0,305558083.22
2020-03-23,99.997,100.001,100.001,99.995,3227689.0,322763525.686
2020-03-24,99.997,100.0,100.0,99.995,2809841.0,280977961.488
2020-03-25,99.996,100.0,100.001,99.995,1462169.0,146214672.426
2020-03-26,100.0,100.001,100.001,99.997,2483644.0,248361907.033
2020-03-27,99.995,100.0,100.001,99.995,2079405.0,207936732.17
2020-03-30,99.999,99.999,99.999,99.996,1299460.0,129943860.954
2020-03-31,99.999,100.0,100.001,99.995,1621938.0,162190724.566
2020-04-01,100.0,100.0,100.001,99.998,1617360.0,161735956.964
2020-04-02,100.0,100.0,100.001,99.999,1447906.0,144791062.894
2020-04-03,99.999,100.001,100.001,99.995,2432343.0,243230980.158
2020-04-07,99.997,100.001,100.001,99.996,1561419.0,156139546.911
2020-04-08,99.999,100.0,100.001,99.998,818232.0,81822706.13
2020-04-09,99.999,100.0,100.001,99.999,1767117.0,176712579.327
2020-04-10,99.999,100.001,100.001,99.997,2650226.0,265019992.5
2020-04-13,99.999,100.001,100.001,99.998,1107278.0,110727417.749
2020-04-14,99.999,100.0,100.001,99.999,1723435.0,172343204.073
2020-04-15,100.0,100.0,100.001,99.999,1307656.0,130765499.791
2020-04-16,100.0,100.001,100.001,99.999,1445988.0,144599269.127
2020-04-17,99.998,99.978,99.998,99.978,1520340.0,152027158.198
2020-04-20,99.999,100.0,100.0,99.999,469520.0,46951675.932
2020-04-21,99.999,99.999,100.001,99.999,873873.0,87387014.932
2020-04-22,100.0,100.001,100.001,99.998,918989.0,91898351.546
2020-04-23,100.0,100.0,100.001,99.999,2377814.0,237781809.034
2020-04-24,99.998,99.999,100.0,99.995,1991686.0,199164634.266
2020-04-27,99.999,100.0,100.001,99.997,1054946.0,105493636.828
2020-04-28,100.0,100.0,100.001,99.999,803469.0,80346755.508
2020-04-29,100.0,100.0,100.001,99.999,1310001.0,131000710.63
2020-04-30,99.998,100.0,100.0,99.992,1233428.0,123339574.225
2020-05-06,99.999,100.0,100.0,99.999,537337.0,53733330.463
2020-05-07,100.0,99.998,100.001,99.998,1663959.0,166397092.209
2020-05-08,99.999,99.998,99.999,99.994,1532700.0,153266100.9
2020-05-11,99.999,100.0,100.001,99.999,1700780.0,170078229.032
2020-05-12,100.0,100.001,100.001,99.999,612933.0,61293126.471
2020-05-13,100.0,100.0,100.001,99.999,1333570.0,133356808.13
2020-05-14,100.0,100.0,100.001,99.999,1787319.0,178732724.22
2020-05-15,99.998,99.998,99.999,99.993,3196598.0,319647802.98
2020-05-18,99.999,100.0,100.001,99.996,1783924.0,178390003.213
2020-05-19,100.0,100.0,100.001,99.999,779922.0,77991844.392
2020-05-20,100.0,100.0,100.001,99.999,418102.0,41810229.28
2020-05-21,100.0,100.001,100.001,99.999,1516150.0,151615193.139
2020-05-22,99.999,100.0,100.0,99.996,1975318.0,197529259.469
2020-05-25,100.0,99.999,100.0,99.999,799484.0,79948200.572
2020-05-26,100.0,100.0,100.0,99.999,433212.0,43321028.588
2020-05-27,100.0,100.001,100.001,99.999,657400.0,65739985.036
2020-05-28,99.999,100.0,100.001,99.999,1098969.0,109896362.684
2020-05-29,100.0,100.0,100.001,99.999,1144632.0,114462788.891
2020-06-01,99.999,100.0,100.0,99.999,557013.0,55700922.887
2020-06-02,99.999,100.001,100.001,99.999,562454.0,56245245.868
2020-06-03,100.0,100.001,100.001,99.999,622990.0,62299077.61
